image_name,image_path,split,city,annotation_json,instance_path,yolo_annotation_path,instance_based_yolo
frankfurt_000001_048355,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_048355_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_048355_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_048355_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_048355_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_048355_leftImg8bit.txt
frankfurt_000001_048654,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_048654_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_048654_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_048654_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_048654_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_048654_leftImg8bit.txt
frankfurt_000001_049078,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_049078_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_049078_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_049078_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_049078_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_049078_leftImg8bit.txt
frankfurt_000001_049209,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_049209_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_049209_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_049209_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_049209_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_049209_leftImg8bit.txt
frankfurt_000001_049298,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_049298_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_049298_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_049298_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_049298_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_049298_leftImg8bit.txt
frankfurt_000001_049698,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_049698_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_049698_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_049698_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_049698_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_049698_leftImg8bit.txt
frankfurt_000001_049770,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_049770_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_049770_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_049770_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_049770_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_049770_leftImg8bit.txt
frankfurt_000001_050149,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_050149_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_050149_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_050149_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_050149_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_050149_leftImg8bit.txt
frankfurt_000001_050686,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_050686_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_050686_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_050686_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_050686_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_050686_leftImg8bit.txt
frankfurt_000001_051516,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_051516_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_051516_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_051516_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_051516_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_051516_leftImg8bit.txt
frankfurt_000001_051737,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_051737_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_051737_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_051737_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_051737_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_051737_leftImg8bit.txt
frankfurt_000001_051807,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_051807_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_051807_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_051807_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_051807_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_051807_leftImg8bit.txt
frankfurt_000001_052120,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_052120_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_052120_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_052120_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_052120_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_052120_leftImg8bit.txt
frankfurt_000001_052594,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_052594_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_052594_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_052594_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_052594_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_052594_leftImg8bit.txt
frankfurt_000001_053102,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_053102_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_053102_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_053102_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_053102_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_053102_leftImg8bit.txt
frankfurt_000001_054077,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_054077_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_054077_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_054077_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_054077_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_054077_leftImg8bit.txt
frankfurt_000001_054219,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_054219_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_054219_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_054219_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_054219_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_054219_leftImg8bit.txt
frankfurt_000001_054415,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_054415_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_054415_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_054415_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_054415_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_054415_leftImg8bit.txt
frankfurt_000001_054640,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_054640_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_054640_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_054640_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_054640_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_054640_leftImg8bit.txt
frankfurt_000001_054884,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_054884_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_054884_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_054884_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_054884_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_054884_leftImg8bit.txt
frankfurt_000001_055062,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_055062_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_055062_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_055062_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_055062_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_055062_leftImg8bit.txt
frankfurt_000001_055172,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_055172_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_055172_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_055172_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_055172_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_055172_leftImg8bit.txt
frankfurt_000001_055306,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_055306_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_055306_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_055306_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_055306_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_055306_leftImg8bit.txt
frankfurt_000001_055387,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_055387_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_055387_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_055387_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_055387_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_055387_leftImg8bit.txt
frankfurt_000001_055538,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_055538_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_055538_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_055538_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_055538_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_055538_leftImg8bit.txt
frankfurt_000001_055603,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_055603_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_055603_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_055603_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_055603_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_055603_leftImg8bit.txt
frankfurt_000001_055709,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_055709_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_055709_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_055709_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_055709_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_055709_leftImg8bit.txt
frankfurt_000001_056580,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_056580_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_056580_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_056580_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_056580_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_056580_leftImg8bit.txt
frankfurt_000001_057181,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_057181_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_057181_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_057181_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_057181_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_057181_leftImg8bit.txt
frankfurt_000001_057478,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_057478_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_057478_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_057478_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_057478_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_057478_leftImg8bit.txt
frankfurt_000001_057954,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_057954_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_057954_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_057954_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_057954_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_057954_leftImg8bit.txt
frankfurt_000001_058057,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_058057_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_058057_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_058057_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_058057_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_058057_leftImg8bit.txt
frankfurt_000001_058176,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_058176_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_058176_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_058176_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_058176_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_058176_leftImg8bit.txt
frankfurt_000001_058504,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_058504_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_058504_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_058504_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_058504_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_058504_leftImg8bit.txt
frankfurt_000001_058914,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_058914_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_058914_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_058914_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_058914_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_058914_leftImg8bit.txt
frankfurt_000001_059119,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_059119_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_059119_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_059119_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_059119_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_059119_leftImg8bit.txt
frankfurt_000001_059642,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_059642_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_059642_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_059642_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_059642_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_059642_leftImg8bit.txt
frankfurt_000001_059789,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_059789_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_059789_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_059789_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_059789_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_059789_leftImg8bit.txt
frankfurt_000001_060135,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_060135_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_060135_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_060135_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_060135_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_060135_leftImg8bit.txt
frankfurt_000001_060422,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_060422_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_060422_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_060422_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_060422_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_060422_leftImg8bit.txt
frankfurt_000001_060545,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_060545_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_060545_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_060545_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_060545_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_060545_leftImg8bit.txt
frankfurt_000001_060906,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_060906_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_060906_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_060906_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_060906_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_060906_leftImg8bit.txt
frankfurt_000001_061682,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_061682_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_061682_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_061682_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_061682_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_061682_leftImg8bit.txt
frankfurt_000001_061763,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_061763_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_061763_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_061763_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_061763_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_061763_leftImg8bit.txt
frankfurt_000001_062016,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_062016_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_062016_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_062016_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_062016_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_062016_leftImg8bit.txt
frankfurt_000001_062250,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_062250_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_062250_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_062250_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_062250_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_062250_leftImg8bit.txt
frankfurt_000001_062396,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_062396_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_062396_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_062396_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_062396_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_062396_leftImg8bit.txt
frankfurt_000001_062509,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_062509_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_062509_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_062509_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_062509_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_062509_leftImg8bit.txt
frankfurt_000001_062653,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_062653_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_062653_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_062653_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_062653_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_062653_leftImg8bit.txt
frankfurt_000001_062793,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_062793_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_062793_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_062793_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_062793_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_062793_leftImg8bit.txt
frankfurt_000001_063045,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_063045_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_063045_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_063045_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_063045_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_063045_leftImg8bit.txt
frankfurt_000001_064130,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_064130_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_064130_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_064130_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_064130_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_064130_leftImg8bit.txt
frankfurt_000001_064305,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_064305_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_064305_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_064305_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_064305_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_064305_leftImg8bit.txt
frankfurt_000001_064651,..\data\leftImg8bit_trainvaltest\leftImg8bit\val\frankfurt\frankfurt_000001_064651_leftImg8bit.png,val,frankfurt,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_064651_gtFine_polygons.json,..\data\gtFine_trainvaltest\gtFine\val\frankfurt\frankfurt_000001_064651_gtFine_instanceIds.png,..\data\yolo_annotations\frankfurt_000001_064651_leftImg8bit.txt,..\data\yolo_annotations_instances\frankfurt_000001_064651_leftImg8bit.txt
